CLIENTNUM,Education_Level
802662858,Graduate
780206958,Graduate
779906658,Doctorate
772341783,High School
711491283,Doctorate
720211533,Uneducated
715409733,College
710974308,Graduate
715732533,Graduate
713722608,Unknown
709101258,High School
708588408,Uneducated
721427358,Unknown
717099408,Graduate
715155033,High School
789586833,Post-Graduate
709338633,Graduate
714106833,Graduate
741116058,Graduate
813755658,Graduate
718855983,High School
711245433,Graduate
814219008,Doctorate
711916533,Unknown
715182108,High School
717078933,Graduate
719491233,College
789520533,Uneducated
714738033,Graduate
718576908,Uneducated
715093383,College
717195933,Graduate
747107508,Graduate
717920583,Uneducated
710516283,High School
787593558,Graduate
778747608,Unknown
714431058,College
708801108,Uneducated
715948833,Graduate
770667408,College
823590483,Graduate
710635083,High School
716408058,Uneducated
713803158,High School
713593683,Graduate
709339758,Unknown
789382758,Graduate
813427833,Graduate
717846108,Uneducated
720968583,Unknown
721437333,Graduate
709134333,Graduate
712630608,High School
712404483,High School
717812133,Graduate
714926508,Graduate
771474108,Uneducated
709774608,Unknown
718802283,Post-Graduate
711626658,High School
789354783,Unknown
720486408,Uneducated
717793983,Graduate
718582158,Unknown
713127708,Uneducated
717112533,Graduate
713681433,High School
718846008,Unknown
714119283,Unknown
713056083,High School
718538958,College
710353233,College
713853858,Unknown
710342508,Uneducated
787563858,Graduate
799239033,High School
710733183,Post-Graduate
718489608,Graduate
758824608,Uneducated
780984408,Unknown
814483608,Graduate
708848208,Uneducated
719713683,Graduate
715514133,Graduate
715955208,High School
794707083,College
805313808,High School
772922883,Unknown
715716333,High School
714502458,Unknown
712444533,High School
797748708,Unknown
780203883,Doctorate
720616908,Uneducated
817038333,Graduate
713333433,Uneducated
710820783,Graduate
720338658,Post-Graduate
803938908,Uneducated
787921383,High School
787849833,High School
721143258,High School
709335558,Uneducated
806619333,High School
719378658,Graduate
720670458,Unknown
716955783,Graduate
817970208,Uneducated
708506508,High School
750147483,High School
715540233,Graduate
807584958,Uneducated
720686583,High School
820637433,High School
716346183,Unknown
715405758,High School
710094108,Graduate
713168733,Unknown
708614058,Graduate
718088133,Unknown
720614658,High School
716695533,College
717091533,Graduate
713231658,Doctorate
715675458,High School
712463883,Unknown
708489258,Graduate
708403308,Unknown
769684158,College
710349258,High School
713940033,Graduate
713482608,College
714571008,Unknown
715354008,Graduate
819363708,Post-Graduate
712014708,Graduate
788717358,Uneducated
710413533,Graduate
718515483,Graduate
715059258,Doctorate
713852958,Graduate
767835558,Unknown
721531683,Graduate
720660558,Uneducated
814845933,Graduate
773155533,Unknown
711199908,Graduate
721398858,Unknown
715664808,Graduate
715500558,Graduate
719239158,High School
820633833,Graduate
720551733,Doctorate
718487958,High School
710533233,Graduate
778878633,Unknown
720197058,Graduate
716317458,Post-Graduate
718569258,Unknown
711649908,Graduate
720879708,High School
815761908,Unknown
711850533,Uneducated
721028283,High School
710763783,High School
720432858,Post-Graduate
772525308,College
767354208,Graduate
715670058,Graduate
713856708,High School
758086458,Graduate
717035283,Graduate
709604958,Graduate
714931458,Post-Graduate
711047658,High School
718110858,Unknown
716385858,Graduate
708812133,Graduate
787655058,Uneducated
803113383,Uneducated
721273008,College
715762083,Uneducated
711629733,Graduate
718410258,High School
719745558,Graduate
820282383,Graduate
793543758,Graduate
778224858,College
712555233,Graduate
718516533,Graduate
708923658,Unknown
717708783,Graduate
780688383,Graduate
718821783,Unknown
718163808,Graduate
712693908,Graduate
711286533,Graduate
711655683,Uneducated
718188858,Graduate
718514283,High School
708642708,Uneducated
811475733,College
712089108,Uneducated
710761533,Graduate
714963558,Graduate
714834258,High School
713788083,Graduate
719583558,Uneducated
744705408,Graduate
713240133,High School
815015283,Graduate
718072758,Post-Graduate
709127808,Post-Graduate
715080258,High School
709567758,Uneducated
780067158,Uneducated
715357308,Graduate
720559908,Uneducated
720339558,Graduate
809599158,Uneducated
793269933,Graduate
809978733,High School
788996058,High School
712575708,High School
789625383,Uneducated
719730258,Uneducated
793717608,Doctorate
709798908,Unknown
716077458,Uneducated
813435108,Graduate
708084558,Doctorate
719880408,Graduate
719343633,High School
718711158,Graduate
717443658,Graduate
715976433,High School
719038008,Graduate
709143183,Doctorate
710186958,Unknown
709274583,High School
816864483,Uneducated
708271833,Graduate
821759658,High School
820920408,Graduate
718403358,High School
713476758,Unknown
720690933,Uneducated
719252583,High School
712783083,High School
771204108,Uneducated
817247658,High School
821749608,Graduate
714389883,Graduate
713648208,Graduate
826261008,Graduate
824163333,Uneducated
709444983,Uneducated
711154908,Unknown
769575783,College
720334833,College
709563258,Uneducated
708205083,High School
715276683,High School
721254858,Graduate
712257258,High School
789616158,Unknown
708773583,Graduate
711110733,High School
714043008,High School
780602733,Uneducated
823557333,Uneducated
772825308,Graduate
713251008,Uneducated
711175083,Doctorate
756477333,Uneducated
712294983,Graduate
717023508,Unknown
709869708,College
772133808,Post-Graduate
768196008,Uneducated
708916083,Doctorate
789526458,Unknown
716079708,College
720087708,High School
714259533,Graduate
714691683,Graduate
768420558,Graduate
778364583,Graduate
719186433,College
719951208,Graduate
720182658,Uneducated
789022233,Uneducated
778353183,High School
713789883,High School
773018583,Graduate
771354633,College
717308433,Uneducated
712271958,Uneducated
716736858,Graduate
713796033,Graduate
710812533,High School
782555058,Unknown
714864333,College
787918158,Uneducated
779070033,College
789945933,Graduate
720810783,Graduate
715627833,High School
809538783,High School
715987758,Graduate
711967158,Graduate
712325433,Unknown
716470683,Post-Graduate
713289183,Doctorate
711549408,Uneducated
709523508,Uneducated
717578358,Graduate
711673983,Unknown
713388108,High School
715679733,Uneducated
779694183,College
788544108,High School
715583283,Graduate
719917233,Post-Graduate
717103758,Graduate
714621183,Graduate
721365033,Uneducated
712999008,Graduate
780790008,Unknown
779499933,Uneducated
717200508,Uneducated
716995083,High School
718137183,College
787507833,Uneducated
810974958,High School
717967833,Unknown
712267983,Graduate
717376758,High School
718250883,High School
717491058,Post-Graduate
802243458,Doctorate
714485508,Doctorate
711377808,Graduate
718565733,Unknown
712723608,Uneducated
789948408,Graduate
734909358,Graduate
719267283,Doctorate
780684933,High School
720330558,Graduate
720784833,Graduate
789059958,High School
797138883,Unknown
721448283,Graduate
710552733,Unknown
742778358,Graduate
713933658,Graduate
788142483,College
789705408,College
780378633,College
817422408,Uneducated
781297983,Unknown
710671608,Graduate
719967708,Unknown
711879633,High School
716444733,Graduate
718460958,College
789953733,Graduate
770278833,Unknown
787291308,Graduate
710644158,Graduate
717095733,Unknown
813338733,Unknown
787536933,Unknown
714384783,Graduate
713847858,Graduate
809809008,Graduate
719446833,High School
720570333,College
815308683,College
810875958,Graduate
717775608,Post-Graduate
718766058,Graduate
710656683,High School
768390708,Unknown
713263758,College
754564308,Graduate
827890758,Uneducated
779945508,Graduate
720807183,Graduate
709309308,College
715844733,High School
712332183,College
790123983,High School
711721458,Graduate
716860233,Uneducated
714678408,Post-Graduate
708798483,Unknown
708501783,High School
713645883,High School
718622658,High School
710641008,High School
718547358,Uneducated
716177583,Post-Graduate
713417433,Graduate
713043183,High School
719328858,High School
718501983,Graduate
803800533,Unknown
771790083,Unknown
712817808,Graduate
811697958,Unknown
817089408,College
803406558,Uneducated
717297708,Graduate
808756458,Graduate
718352358,Post-Graduate
780638958,Graduate
721026033,Unknown
719894433,Unknown
812493033,High School
718256658,Uneducated
711421233,High School
710335983,High School
720108783,Uneducated
818259558,Graduate
708511983,Graduate
708838908,Unknown
778720533,Graduate
793015083,Graduate
821336133,High School
713905608,Unknown
779164608,Graduate
714835833,High School
823863033,Unknown
713321508,Unknown
708992733,High School
709488108,College
716094333,Graduate
778567983,Graduate
712178883,College
717490008,Graduate
718282983,College
747208083,Graduate
820276908,College
719960133,College
711062958,Graduate
714917583,Doctorate
767256933,Uneducated
712568358,High School
789182358,Uneducated
716989683,Doctorate
827968383,High School
819647358,Unknown
788966958,Graduate
789502308,Unknown
756458508,Graduate
714643983,High School
711606558,High School
824155458,High School
710445183,Doctorate
802834158,Unknown
712038258,Unknown
712864683,Doctorate
813971283,Unknown
764211033,Uneducated
721424583,High School
713886333,High School
711741708,Post-Graduate
794217108,College
715339758,High School
709610283,Graduate
714575208,Doctorate
716758908,Uneducated
778915233,Graduate
789466008,Graduate
716635758,Unknown
771819258,Unknown
713451408,High School
780146658,Post-Graduate
711675108,Graduate
755467683,Graduate
792864858,Unknown
713009208,Graduate
772231233,Graduate
720510333,College
780199233,Doctorate
711700158,High School
788275083,College
708804633,Doctorate
714479358,Graduate
711406758,Graduate
821424483,High School
769438608,Graduate
822068583,Uneducated
711371208,College
788832033,High School
713452533,Graduate
720212508,Graduate
717825033,Unknown
779926608,High School
713608383,Unknown
710125608,Unknown
712724733,Post-Graduate
718286658,Graduate
714195108,Post-Graduate
720867708,Graduate
752573508,High School
768661758,Uneducated
721126833,High School
716093133,Uneducated
771092433,Graduate
712807758,Graduate
721514883,Graduate
824140908,Uneducated
712971708,Unknown
716471508,Unknown
782548758,High School
720444408,College
717389433,High School
714292533,College
709585758,High School
712096758,Graduate
811463283,Graduate
789358908,College
718146258,Graduate
710779083,Graduate
709166883,Uneducated
712554183,College
721315233,High School
714766383,High School
797491683,Unknown
714157908,Unknown
714588408,Uneducated
719627133,Graduate
714125883,Unknown
712865583,Graduate
779363283,Post-Graduate
779224758,Doctorate
718775808,Unknown
710267583,Doctorate
